1,2,1,1,(2006) (USA) (TV)
2,2,1,1,(2006) (worldwide) (TV)
3,11,2,1,(2012) (worldwide) (all media)
4,44,3,1,(2013) (USA) (all media)
5,50,4,1,(2011) (UK) (TV)
6,50,5,1,(2010-2011) (Canada) (TV)
7,50,6,1,(2010-2011) (USA) (TV)
8,50,7,1,(2011) (Australia) (TV)
9,50,8,1,(2011) (Netherlands) (TV)
10,50,9,1,(2011) (Brazil) (TV)
11,51,4,1,(2011) (UK) (TV)
12,51,5,1,(2010) (Canada) (TV)
13,51,6,1,(2010) (USA) (TV)
14,51,7,1,(2011) (Australia) (TV)
15,51,8,1,(2011) (Netherlands) (TV)
16,51,9,1,(2011) (Brazil) (TV)
17,52,4,1,(2011) (UK) (TV)
18,52,5,1,(2011) (Canada) (TV)
19,52,6,1,(2011) (USA) (TV)
20,52,8,1,(2011) (Netherlands) (TV)
21,53,4,1,(2011) (UK) (TV)
22,53,5,1,(2010) (Canada) (TV)
23,53,6,1,(2010) (USA) (TV)
24,53,8,1,(2011) (Netherlands) (TV)
25,54,4,1,(2011) (UK) (TV)
26,54,5,1,(2010) (Canada) (TV)
27,54,6,1,(2010) (USA) (TV)
28,54,7,1,(2011) (Australia) (TV)
29,54,8,1,(2011) (Netherlands) (TV)
30,54,9,1,(2011) (Brazil) (TV)
31,55,4,1,(2011) (UK) (TV)
32,55,5,1,(2011) (Canada) (TV)
33,55,6,1,(2011) (USA) (TV)
34,55,8,1,(2011) (Netherlands) (TV)
35,56,4,1,(2011) (UK) (TV)
36,56,5,1,(2010) (Canada) (TV)
37,56,6,1,(2010) (USA) (TV)
38,56,8,1,(2011) (Netherlands) (TV)
39,57,4,1,(2011) (UK) (TV)
40,57,5,1,(2011) (Canada) (TV)
41,57,6,1,(2011) (USA) (TV)
42,57,8,1,(2011) (Netherlands) (TV)
43,58,4,1,(2011) (UK) (TV)
44,58,5,1,(2011) (Canada) (TV)
45,58,6,1,(2011) (USA) (TV)
46,58,8,1,(2011) (Netherlands) (TV)
47,59,4,1,(2011) (UK) (TV)
48,59,5,1,(2010) (Canada) (TV)
49,59,6,1,(2010) (USA) (TV)
50,59,8,1,(2011) (Netherlands) (TV)
51,60,4,1,(2011) (UK) (TV)
52,60,5,1,(2010) (Canada) (TV)
53,60,6,1,(2010) (USA) (TV)
54,60,7,1,(2011) (Australia) (TV)
55,60,8,1,(2011) (Netherlands) (TV)
56,60,9,1,(2011) (Brazil) (TV)
57,61,4,1,(2011) (UK) (TV)
58,61,5,1,(2010) (Canada) (TV)
59,61,6,1,(2010) (USA) (TV)
60,61,7,1,(2011) (Australia) (TV)
61,61,8,1,(2011) (Netherlands) (TV)
62,61,9,1,(2011) (Brazil) (TV)
63,62,4,1,(2011) (UK) (TV)
64,62,5,1,(2011) (Canada) (TV)
65,62,6,1,(2011) (USA) (TV)
66,62,8,1,(2011) (Netherlands) (TV)
67,63,4,1,(2011) (UK) (TV)
68,63,5,1,(2010) (Canada) (TV)
69,63,6,1,(2010) (USA) (TV)
70,63,8,1,(2011) (Netherlands) (TV)
71,64,4,1,(2011) (UK) (TV)
72,64,5,1,(2010) (Canada) (TV)
73,64,6,1,(2010) (USA) (TV)
74,64,7,1,(2011) (Australia) (TV)
75,64,8,1,(2011) (Netherlands) (TV)
76,64,9,1,(2011) (Brazil) (TV)
77,65,4,1,(2011) (UK) (TV)
78,65,5,1,(2011) (Canada) (TV)
79,65,6,1,(2011) (USA) (TV)
80,65,8,1,(2011) (Netherlands) (TV)
81,66,4,1,(2011) (UK) (TV)
82,66,5,1,(2011) (Canada) (TV)
83,66,6,1,(2011) (USA) (TV)
84,66,8,1,(2011) (Netherlands) (TV)
85,67,4,1,(2011) (UK) (TV)
86,67,5,1,(2010) (Canada) (TV)
87,67,6,1,(2010) (USA) (TV)
88,67,7,1,(2011) (Australia) (TV)
89,67,8,1,(2011) (Netherlands) (TV)
90,67,9,1,(2011) (Brazil) (TV)
91,68,4,1,(2011) (UK) (TV)
92,68,5,1,(2010) (Canada) (TV)
93,68,6,1,(2010) (USA) (TV)
94,68,7,1,(2011) (Australia) (TV)
95,68,8,1,(2011) (Netherlands) (TV)
96,69,10,1,(1986-1989)
97,69,11,1,(1989-)
98,70,12,1,(2010) (USA) (TV)
99,82,13,1,(2001) (Canada) (TV)
100,82,14,1,(2001) (worldwide) (TV)
101,85,6,1,(1984) (USA) (TV)
102,86,15,1,(2002) (USA) (TV)
103,94,16,1,(2005) (USA) (TV)
104,106,17,1,(2012) (USA) (all media)
105,114,18,1,(2004) (Canada) (TV)
106,114,19,1,(2004) (USA) (TV)
107,118,17,1,
108,196,20,1,(2009) (USA) (TV)
109,211,20,1,(2009) (USA) (all media)
110,227,21,1,(1980) (Australia) (TV)
111,228,22,1,(2003) (USA) (TV)
112,272,19,1,(1979) (USA) (TV)
113,272,23,1,(USA) (TV)
114,273,19,1,(1979) (USA) (TV)
115,279,19,1,(1979) (USA) (TV)
116,282,24,1,(2011) (UK) (TV)
117,283,25,1,(2009) (USA) (TV)
118,284,26,1,(????) (worldwide) (video)
119,284,27,1,(1982-1992) (UK) (TV) (original airing)
120,284,28,1,(2008-) (Estonia) (TV) (re-release)
121,284,29,1,(2003) (Finland) (DVD)
122,284,30,1,(2010) (Germany) (DVD)
123,284,31,1,(199?-) (Netherlands) (TV) (reruns) (RTL5) (RTL7)
124,284,32,1,(19??-????) (Netherlands) (TV)
125,284,33,1,(2008) (Netherlands) (DVD) (season 5)
126,284,34,1,(2004) (USA) (DVD)
127,370,35,1,(2010) (UK) (all media)
128,371,36,1,(2007) (Canada) (TV)
129,398,37,1,(2000) (Yugoslavia) (TV)
130,404,38,1,(2007) (Belgium) (TV)
131,405,27,1,(2001) (UK) (TV)
132,414,39,1,(2009) (UK) (TV)
133,579,40,1,(2012) (worldwide) (DVD)
134,580,40,1,(2012) (worldwide) (DVD)
135,581,41,1,(2006) (USA) (TV)
136,581,42,1,(2012) (Hungary) (TV) (re-release)
137,581,43,1,(2012-2013) (Hungary) (TV) (re-release)
138,581,44,1,(2006) (worldwide) (all media)
139,581,45,1,(2008) (Hungary) (TV)
140,581,46,1,(2010) (Hungary) (TV) (re-release)
141,581,47,1,(2009) (Hungary) (TV) (re-release)
142,586,41,1,
143,596,48,1,(2007-) (UK) (TV)
144,596,49,1,(2006-) (USA) (TV)
145,596,31,1,(2008-) (Netherlands) (TV) (RTL8)
146,596,46,1,(2009-) (Hungary) (TV)
147,596,50,1,(2009) (Belgium) (DVD) (season 1)
148,596,51,1,(2009) (Netherlands) (DVD) (season 1)
149,596,52,1,(2009) (USA) (DVD) (season 2)
150,596,53,1,(2008-) (Estonia) (TV)
151,597,49,1,(2010) (USA) (TV)
152,597,46,1,(2011) (Hungary) (TV)
153,600,46,1,(2010) (Hungary) (TV)
154,601,49,1,(2010) (USA) (TV)
155,602,46,1,(2011) (Hungary) (TV)
156,603,46,1,(2011) (Hungary) (TV)
157,605,46,1,(2011) (Hungary) (TV)
158,606,54,1,(2008) (Germany) (TV)
159,606,49,1,(2007) (USA) (TV)
160,606,46,1,(2010) (Hungary) (TV)
161,607,49,1,(2010) (USA) (TV)
162,607,46,1,(2012) (Hungary) (TV)
163,608,54,1,(2009) (Germany) (TV)
164,608,49,1,(2007) (USA) (TV)
165,608,46,1,(2010) (Hungary) (TV)
166,609,49,1,(2010) (USA) (TV)
167,609,46,1,(2012) (Hungary) (TV)
168,610,54,1,(2008) (Germany) (TV)
169,610,49,1,(2006) (USA) (TV)
170,610,46,1,(2010) (Hungary) (TV)
171,611,54,1,(2008) (Germany) (TV)
172,611,49,1,(2006) (USA) (TV)
173,611,46,1,(2009) (Hungary) (TV)
174,612,46,1,(2011) (Hungary) (TV)
175,613,46,1,(2012) (Hungary) (TV)
176,614,54,1,(2008) (Germany) (TV)
177,614,49,1,(2006) (USA) (TV)
178,614,46,1,(2009) (Hungary) (TV)
179,615,46,1,(2011) (Hungary) (TV)
180,617,46,1,(2010) (Hungary) (TV)
181,618,49,1,(2010) (USA) (TV)
182,618,46,1,(2011) (Hungary) (TV)
183,619,54,1,(2008) (Germany) (TV)
